"","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup"
"2214",2214,"black","age.gp4","NoTr","Trade","Group",5,1,1,1,2,2,3,0,1,4,0,5,3,2
"2215",2215,"black","age.gp4","NoTr","Trade","Group",8,0,3,2,3,6,2,0,3,5,1,7,3,5
"2216",2216,"black","age.gp4","NoTr","Trade","Group",7,1,1,2,3,3,3,1,1,6,0,7,2,5
"2217",2217,"black","age.gp4","NoTr","Trade","Group",7,2,0,0,5,1,4,2,2,5,1,6,4,3
"2218",2218,"black","age.gp4","NoTr","Trade","Group",9,0,2,2,5,5,4,0,2,7,3,6,6,3
"2219",2219,"black","age.gp4","NoTr","Trade","Group",12,0,5,3,4,7,5,0,2,10,1,11,5,7
"2220",2220,"black","age.gp4","NoTr","Trade","Group",7,0,2,1,4,5,2,0,1,6,1,6,2,5
"2221",2221,"black","age.gp4","NoTr","Trade","Group",8,0,1,2,5,4,3,1,1,7,1,7,5,3
"2222",2222,"black","age.gp4","NoTr","Trade","Group",12,2,2,3,5,4,7,1,4,8,1,11,8,4
"2223",2223,"black","age.gp4","NoTr","Trade","Group",2,0,1,0,1,2,0,0,1,1,0,2,1,1
"2224",2224,"black","age.gp4","NoTr","Trade","Group",9,1,2,2,4,3,5,1,2,7,0,9,6,3
"2225",2225,"black","age.gp4","NoTr","Trade","Group",9,1,2,2,4,7,2,0,1,8,0,9,5,4
"2226",2226,"black","age.gp4","NoTr","Trade","Group",5,0,0,1,4,4,1,0,0,5,1,4,4,1
"2227",2227,"black","age.gp4","NoTr","Trade","Group",10,0,1,3,6,5,5,0,4,6,0,10,6,4
"2228",2228,"black","age.gp4","NoTr","Trade","Group",10,1,1,2,6,5,5,0,4,6,2,8,7,3
"2229",2229,"black","age.gp4","NoTr","Trade","Group",9,0,2,2,5,5,4,0,2,7,1,8,5,4
"2230",2230,"black","age.gp4","NoTr","Trade","Group",10,0,1,2,7,8,2,0,1,9,0,10,3,7
"2231",2231,"black","age.gp4","NoTr","Trade","Group",11,0,5,1,5,7,4,0,2,9,2,9,7,4
"2232",2232,"black","age.gp4","NoTr","Trade","Group",7,0,1,3,3,3,4,0,3,4,0,7,3,4
"2233",2233,"black","age.gp4","NoTr","Trade","Group",6,2,2,0,2,4,1,1,2,4,0,6,1,5
"2234",2234,"black","age.gp4","NoTr","Trade","Group",8,0,3,1,4,4,4,0,1,7,2,6,8,0
"2235",2235,"black","age.gp4","NoTr","Trade","Group",6,0,0,4,2,4,2,0,2,4,2,4,4,2
"2236",2236,"black","age.gp4","NoTr","Trade","Group",8,0,0,4,4,7,1,0,1,7,2,6,3,5
"2237",2237,"black","age.gp4","NoTr","Trade","Group",5,0,0,1,4,2,3,0,1,4,1,4,4,1
"2238",2238,"black","age.gp4","NoTr","Trade","Group",6,0,0,1,5,2,4,0,3,3,1,5,3,3
"2239",2239,"black","age.gp4","NoTr","Trade","Group",10,0,1,2,7,5,5,0,3,7,1,9,4,6
"2240",2240,"black","age.gp4","NoTr","Trade","Group",7,0,1,3,3,3,4,0,0,7,2,5,4,3
"2241",2241,"black","age.gp4","NoTr","Trade","Group",4,0,0,1,3,2,2,0,0,4,0,4,2,2
"2242",2242,"white","age.gp4","Tr","NoTrade","Group",15,2,2,3,8,1,12,2,5,10,0,15,11,4
"2243",2243,"white","age.gp4","Tr","NoTrade","Group",17,1,1,5,10,3,13,1,1,16,1,16,9,8
"2244",2244,"white","age.gp4","Tr","NoTrade","Group",15,0,3,2,10,2,12,1,8,7,1,14,10,5
"2245",2245,"white","age.gp4","Tr","NoTrade","Group",12,2,1,1,8,1,11,0,3,9,2,10,10,2
"2246",2246,"white","age.gp4","Tr","NoTrade","Group",14,1,0,6,7,0,13,1,2,12,1,13,10,4
"2247",2247,"white","age.gp4","Tr","NoTrade","Group",11,0,4,4,3,0,11,0,5,6,0,11,9,2
"2248",2248,"white","age.gp4","Tr","NoTrade","Group",11,0,1,5,5,2,9,0,2,9,1,10,7,4
"2249",2249,"white","age.gp4","Tr","NoTrade","Group",11,2,2,3,4,1,9,1,1,10,1,10,7,4
"2250",2250,"white","age.gp4","Tr","NoTrade","Group",13,1,0,6,6,0,13,0,4,9,1,12,10,3
"2251",2251,"white","age.gp4","Tr","NoTrade","Group",10,0,4,0,6,1,8,1,4,6,1,9,8,2
"2252",2252,"white","age.gp4","Tr","NoTrade","Group",12,1,2,3,6,2,9,1,2,10,1,11,8,4
"2253",2253,"white","age.gp4","Tr","NoTrade","Group",12,1,1,6,4,0,12,0,2,10,0,12,7,5
"2254",2254,"white","age.gp4","Tr","NoTrade","Group",13,2,2,3,6,1,12,0,2,11,0,13,9,4
"2255",2255,"white","age.gp4","Tr","NoTrade","Group",12,2,0,2,8,1,11,0,4,8,0,12,7,5
"2256",2256,"white","age.gp4","Tr","NoTrade","Group",12,0,3,3,6,0,12,0,4,8,0,12,7,5
"2257",2257,"white","age.gp4","Tr","NoTrade","Group",9,2,2,2,3,1,7,1,6,3,1,8,8,1
"2258",2258,"white","age.gp4","Tr","NoTrade","Group",14,0,4,2,8,3,11,0,3,11,0,14,8,6
"2259",2259,"white","age.gp4","Tr","NoTrade","Group",10,0,2,1,7,0,9,1,3,7,0,10,7,3
"2260",2260,"white","age.gp4","Tr","NoTrade","Group",10,4,0,3,3,2,5,3,0,10,4,6,8,2
"2261",2261,"white","age.gp4","Tr","NoTrade","Group",18,0,2,3,13,1,17,0,5,13,2,16,10,8
"2262",2262,"white","age.gp4","Tr","NoTrade","Group",17,1,6,2,8,2,15,0,5,12,4,13,12,5
"2263",2263,"white","age.gp4","Tr","NoTrade","Group",14,2,2,2,8,0,13,1,5,9,3,11,7,7
"2264",2264,"white","age.gp4","Tr","NoTrade","Group",13,2,3,0,8,3,10,0,1,12,2,11,9,4
"2265",2265,"white","age.gp4","Tr","NoTrade","Group",7,1,0,3,3,0,7,0,4,3,0,7,6,1
"2266",2266,"white","age.gp4","Tr","NoTrade","Group",14,3,2,5,4,2,10,2,4,10,0,14,7,7
"2267",2267,"white","age.gp4","Tr","NoTrade","Group",5,1,2,2,0,0,4,1,3,2,0,5,1,4
"2268",2268,"white","age.gp4","Tr","NoTrade","Group",11,2,2,2,5,3,8,0,3,8,2,9,7,4
"2269",2269,"white","age.gp4","Tr","NoTrade","Group",12,0,2,1,9,0,10,2,3,9,0,12,9,3
"2270",2270,"white","age.gp4","Tr","NoTrade","Group",11,0,3,2,6,1,9,1,3,8,2,9,7,4
"2271",2271,"white","age.gp4","Tr","NoTrade","Group",7,1,0,2,4,0,7,0,2,5,0,7,5,2
"2272",2272,"white","age.gp4","Tr","NoTrade","Group",7,2,0,0,5,2,4,1,1,6,0,7,5,2
"2273",2273,"white","age.gp4","Tr","NoTrade","Group",7,0,4,1,2,0,6,1,2,5,0,7,6,1
"2274",2274,"black","age.gp2","Tr","Trade","Group",15,2,5,6,2,8,6,1,4,11,3,12,7,8
"2275",2275,"black","age.gp2","Tr","Trade","Group",17,1,9,6,1,8,7,2,5,12,2,15,8,9
"2276",2276,"black","age.gp2","Tr","Trade","Group",13,0,5,4,4,8,5,0,3,10,1,12,7,6
"2277",2277,"black","age.gp2","Tr","Trade","Group",21,3,8,4,6,12,7,2,4,17,1,20,9,12
"2278",2278,"black","age.gp2","Tr","Trade","Group",19,3,8,5,3,12,6,1,4,15,3,16,10,9
"2279",2279,"other","age.gp2","Tr","NoTrade","Group",15,0,3,10,2,1,14,0,5,10,1,14,7,8
"2280",2280,"other","age.gp2","Tr","NoTrade","Group",6,1,5,0,0,0,6,0,3,3,0,6,5,1
"2281",2281,"other","age.gp2","Tr","NoTrade","Group",8,2,4,0,2,3,5,0,2,6,1,7,5,3
"2282",2282,"other","age.gp2","Tr","NoTrade","Group",3,0,1,2,0,0,3,0,1,2,0,3,3,0
"2283",2283,"other","age.gp2","Tr","NoTrade","Group",11,2,3,1,5,1,10,0,3,8,0,11,7,4
"2284",2284,"other","age.gp2","Tr","NoTrade","Group",10,1,4,3,2,0,10,0,4,6,1,9,8,2
"2285",2285,"other","age.gp2","Tr","NoTrade","Group",12,0,7,3,2,3,9,0,7,5,0,12,9,3
"2286",2286,"other","age.gp2","Tr","NoTrade","Group",7,2,1,2,2,1,6,0,1,6,0,7,5,2
"2287",2287,"other","age.gp2","Tr","NoTrade","Group",12,0,6,2,4,2,10,0,4,8,0,12,10,2
"2288",2288,"other","age.gp2","Tr","NoTrade","Group",5,0,0,3,2,0,5,0,0,5,1,4,4,1
"2289",2289,"other","age.gp2","Tr","NoTrade","Group",12,2,4,5,1,3,9,0,4,8,2,10,6,6
"2290",2290,"other","age.gp2","Tr","NoTrade","Group",14,1,7,3,3,2,12,0,7,7,3,11,11,3
"2291",2291,"other","age.gp2","Tr","NoTrade","Group",7,1,5,1,0,1,6,0,3,4,0,7,5,2
"2292",2292,"other","age.gp2","Tr","NoTrade","Group",9,0,4,3,2,2,7,0,5,4,0,9,6,3
"2293",2293,"other","age.gp2","Tr","NoTrade","Group",9,1,3,5,0,1,8,0,2,7,2,7,6,3
"2294",2294,"other","age.gp2","Tr","NoTrade","Group",12,0,3,5,4,1,11,0,3,9,1,11,8,4
"2295",2295,"other","age.gp2","Tr","NoTrade","Group",13,0,4,6,3,1,12,0,11,2,0,13,8,5
"2296",2296,"other","age.gp2","Tr","NoTrade","Group",8,1,0,5,2,0,8,0,1,7,0,8,5,3
"2297",2297,"other","age.gp2","Tr","NoTrade","Group",12,0,8,2,2,1,11,0,4,8,1,11,8,4
"2298",2298,"other","age.gp2","Tr","NoTrade","Group",10,0,6,3,1,2,8,0,5,5,0,10,9,1
"2299",2299,"other","age.gp2","Tr","NoTrade","Group",7,1,3,2,1,1,6,0,0,7,0,7,6,1
"2300",2300,"other","age.gp2","Tr","NoTrade","Group",15,0,7,5,3,1,14,0,4,11,3,12,14,1
"2301",2301,"other","age.gp2","Tr","NoTrade","Group",9,1,2,3,3,1,8,0,1,8,1,8,5,4
"2302",2302,"other","age.gp2","Tr","NoTrade","Group",9,0,5,4,0,0,9,0,7,2,1,8,7,2
"2303",2303,"other","age.gp2","Tr","NoTrade","Group",13,1,7,3,2,4,9,0,2,11,0,13,10,3
"2304",2304,"other","age.gp2","Tr","NoTrade","Group",9,1,5,3,0,0,9,0,4,5,0,9,6,3
"2305",2305,"other","age.gp2","Tr","NoTrade","Group",16,1,7,5,3,2,14,0,9,7,0,16,8,8
"2306",2306,"white","age.gp2","NoTr","NoTrade","NoGroup",12,1,8,2,1,3,8,1,6,6,0,12,6,6
"2307",2307,"white","age.gp2","NoTr","NoTrade","NoGroup",6,1,4,1,0,0,6,0,4,2,0,6,3,3
"2308",2308,"white","age.gp2","NoTr","NoTrade","NoGroup",5,1,1,2,1,0,4,1,0,5,1,4,3,2
"2309",2309,"white","age.gp2","NoTr","NoTrade","NoGroup",15,3,6,5,1,1,12,2,5,10,0,15,10,5
"2310",2310,"white","age.gp2","NoTr","NoTrade","NoGroup",18,2,10,3,3,1,13,4,10,8,1,17,11,7
"2311",2311,"white","age.gp2","Tr","NoTrade","NoGroup",19,2,7,6,4,1,17,1,6,13,1,18,15,4
"2312",2312,"white","age.gp2","Tr","NoTrade","NoGroup",11,1,5,4,1,0,9,2,1,10,1,10,9,2
"2313",2313,"white","age.gp2","Tr","NoTrade","NoGroup",13,1,9,0,3,2,9,2,6,7,0,13,9,4
"2314",2314,"white","age.gp2","Tr","NoTrade","NoGroup",9,0,4,2,3,1,8,0,4,5,0,9,5,4
"2315",2315,"white","age.gp2","Tr","NoTrade","NoGroup",12,1,4,3,4,0,10,2,5,7,0,12,11,1
"2316",2316,"white","age.gp2","NoTr","NoTrade","NoGroup",6,2,2,2,0,2,4,0,2,4,1,5,3,3
"2317",2317,"white","age.gp2","NoTr","NoTrade","NoGroup",5,0,3,1,1,0,5,0,3,2,0,5,5,0
"2318",2318,"white","age.gp2","NoTr","NoTrade","NoGroup",13,0,6,2,5,5,5,3,4,9,3,10,7,6
"2319",2319,"white","age.gp2","NoTr","NoTrade","NoGroup",7,1,3,2,1,1,5,1,4,3,0,7,4,3
"2320",2320,"white","age.gp2","NoTr","NoTrade","NoGroup",10,1,5,3,1,2,8,0,4,6,0,10,3,7
"2321",2321,"white","age.gp1","NoTr","NoTrade","NoGroup",9,4,2,2,1,4,5,0,5,4,0,9,3,6
"2322",2322,"white","age.gp1","NoTr","NoTrade","NoGroup",11,5,0,6,0,1,8,2,5,6,1,10,4,7
"2323",2323,"white","age.gp1","NoTr","NoTrade","NoGroup",7,2,1,2,2,1,6,0,3,4,0,7,2,5
"2324",2324,"white","age.gp1","NoTr","NoTrade","NoGroup",6,2,0,4,0,0,5,1,3,3,0,6,3,3
"2325",2325,"white","age.gp1","NoTr","NoTrade","NoGroup",17,8,3,3,3,2,12,3,6,11,3,14,10,7
"2326",2326,"white","age.gp3","Tr","NoTrade","Group",22,1,4,12,5,3,18,1,7,15,2,20,15,7
"2327",2327,"white","age.gp3","Tr","NoTrade","Group",9,2,4,2,1,1,6,2,3,6,1,8,7,2
"2328",2328,"white","age.gp3","Tr","NoTrade","Group",21,2,8,4,7,1,18,2,5,16,0,21,11,10
"2329",2329,"white","age.gp3","Tr","NoTrade","Group",18,4,5,7,2,4,12,2,7,11,2,16,12,6
"2330",2330,"white","age.gp3","Tr","NoTrade","Group",19,3,3,7,6,1,18,0,9,10,1,18,13,6
"2331",2331,"white","age.gp3","Tr","NoTrade","Group",24,4,6,9,5,2,19,3,8,16,3,21,14,10
"2332",2332,"white","age.gp3","Tr","NoTrade","Group",23,2,9,8,4,0,22,1,11,12,2,21,18,5
"2333",2333,"white","age.gp3","Tr","NoTrade","Group",23,3,9,7,4,2,19,2,7,16,0,23,16,7
"2334",2334,"white","age.gp3","Tr","NoTrade","Group",15,4,4,4,3,0,13,2,4,11,2,13,9,6
"2335",2335,"white","age.gp3","Tr","NoTrade","Group",23,3,5,8,7,3,18,2,6,17,1,22,15,8
"2336",2336,"white","age.gp3","Tr","NoTrade","Group",16,6,5,1,4,2,12,2,6,10,3,13,9,7
"2337",2337,"white","age.gp3","Tr","NoTrade","Group",15,2,6,3,4,1,12,2,6,9,3,12,9,6
"2338",2338,"white","age.gp3","Tr","NoTrade","Group",24,3,5,10,6,5,17,2,5,19,3,21,12,12
"2339",2339,"white","age.gp3","Tr","NoTrade","Group",17,1,4,9,3,0,16,1,8,9,1,16,13,4
"2340",2340,"white","age.gp3","Tr","NoTrade","Group",21,1,6,4,10,2,18,1,6,15,2,19,14,7
"2341",2341,"white","age.gp2","Tr","NoTrade","Group",25,4,11,5,5,2,20,3,7,18,3,22,18,7
"2342",2342,"white","age.gp2","Tr","NoTrade","Group",26,2,10,5,9,4,18,4,6,20,1,25,13,13
"2343",2343,"white","age.gp2","Tr","NoTrade","Group",20,2,9,8,1,3,14,3,7,13,2,18,13,7
"2344",2344,"white","age.gp2","Tr","NoTrade","Group",27,3,13,7,4,1,18,8,10,17,3,24,19,8
"2345",2345,"white","age.gp2","Tr","NoTrade","Group",26,3,9,9,5,3,20,3,7,19,3,23,17,9
"2346",2346,"black","age.gp2","NoTr","NoTrade","Group",21,1,12,4,4,16,3,2,5,16,3,18,11,10
"2347",2347,"black","age.gp2","NoTr","NoTrade","Group",13,0,6,6,1,7,6,0,3,10,2,11,7,6
"2348",2348,"black","age.gp2","NoTr","NoTrade","Group",26,2,15,5,4,12,12,2,8,18,5,21,17,9
"2349",2349,"black","age.gp2","NoTr","NoTrade","Group",22,0,10,7,5,9,11,2,11,11,1,21,13,9
"2350",2350,"black","age.gp2","NoTr","NoTrade","Group",14,0,6,4,4,4,9,1,4,10,1,13,8,6
"2351",2351,"white","age.gp3","Tr","NoTrade","NoGroup",13,0,3,3,7,3,9,1,4,9,0,13,8,5
"2352",2352,"white","age.gp3","Tr","NoTrade","NoGroup",11,1,3,4,3,1,10,0,6,5,0,11,8,3
"2353",2353,"white","age.gp3","Tr","NoTrade","NoGroup",7,3,1,1,2,1,6,0,3,4,0,7,4,3
"2354",2354,"white","age.gp3","Tr","NoTrade","NoGroup",12,0,8,3,1,0,10,2,6,6,0,12,5,7
"2355",2355,"white","age.gp3","Tr","NoTrade","NoGroup",6,0,1,2,3,0,6,0,4,2,0,6,4,2
"2356",2356,"white","age.gp3","Tr","NoTrade","NoGroup",3,1,0,1,1,0,2,1,0,3,0,3,1,2
"2357",2357,"white","age.gp3","Tr","NoTrade","NoGroup",9,0,2,5,2,0,8,1,4,5,0,9,6,3
"2358",2358,"white","age.gp3","Tr","NoTrade","NoGroup",7,0,3,3,1,0,6,1,3,4,1,6,6,1
"2359",2359,"white","age.gp3","Tr","NoTrade","NoGroup",10,1,4,4,1,1,6,3,1,9,0,10,5,5
"2360",2360,"white","age.gp3","Tr","NoTrade","NoGroup",11,2,4,1,4,1,8,2,2,9,1,10,8,3
"2361",2361,"white","age.gp3","Tr","NoTrade","NoGroup",6,0,3,1,2,0,4,2,3,3,0,6,4,2
"2362",2362,"white","age.gp3","Tr","NoTrade","NoGroup",9,1,4,2,2,0,7,2,2,7,1,8,6,3
"2363",2363,"white","age.gp3","Tr","NoTrade","NoGroup",8,0,4,3,1,0,7,1,4,4,0,8,7,1
"2364",2364,"white","age.gp3","Tr","NoTrade","NoGroup",8,1,4,3,0,3,4,1,2,6,3,5,4,4
"2365",2365,"white","age.gp3","Tr","NoTrade","NoGroup",11,0,4,6,1,1,8,2,4,7,0,11,7,4
"2366",2366,"black","age.gp2","Tr","NoTrade","Group",14,1,8,4,1,8,3,3,2,12,4,10,8,6
"2367",2367,"black","age.gp2","Tr","NoTrade","Group",18,1,8,5,4,8,10,0,6,12,3,15,10,8
"2368",2368,"black","age.gp2","Tr","NoTrade","Group",17,1,7,6,3,9,8,0,4,13,3,14,11,6
"2369",2369,"black","age.gp2","Tr","NoTrade","Group",26,2,12,6,6,17,8,1,10,16,3,23,16,10
"2370",2370,"black","age.gp2","Tr","NoTrade","Group",12,0,7,3,2,6,5,1,3,9,2,10,7,5
"2371",2371,"black","age.gp2","NoTr","NoTrade","NoGroup",8,0,1,4,3,5,3,0,1,7,2,6,5,3
"2372",2372,"black","age.gp2","NoTr","NoTrade","NoGroup",11,1,5,3,2,6,4,1,3,8,1,10,6,5
"2373",2373,"black","age.gp2","NoTr","NoTrade","NoGroup",7,1,2,2,2,1,6,0,2,5,2,5,4,3
"2374",2374,"black","age.gp2","NoTr","NoTrade","NoGroup",8,1,3,2,2,4,3,1,3,5,1,7,5,3
"2375",2375,"black","age.gp2","NoTr","NoTrade","NoGroup",6,0,2,2,2,5,1,0,1,5,2,4,4,2
"2376",2376,"white","age.gp2","NoTr","NoTrade","NoGroup",10,0,5,2,3,2,8,0,2,8,0,10,4,6
"2377",2377,"white","age.gp2","NoTr","NoTrade","NoGroup",5,0,3,0,2,0,5,0,1,4,0,5,5,0
"2378",2378,"white","age.gp2","NoTr","NoTrade","NoGroup",12,1,6,4,1,0,12,0,6,6,0,12,9,3
"2379",2379,"white","age.gp2","NoTr","NoTrade","NoGroup",9,0,3,1,5,0,9,0,3,6,0,9,5,4
"2380",2380,"white","age.gp2","NoTr","NoTrade","NoGroup",7,0,5,0,2,2,3,2,4,3,1,6,5,2
"2381",2381,"white","age.gp1","NoTr","NoTrade","NoGroup",9,6,2,0,1,0,8,1,2,7,2,7,5,4
"2382",2382,"white","age.gp1","NoTr","NoTrade","NoGroup",12,7,2,2,1,1,8,3,5,7,2,10,8,4
"2383",2383,"white","age.gp1","NoTr","NoTrade","NoGroup",12,9,1,0,2,0,9,3,2,10,3,9,6,6
"2384",2384,"white","age.gp1","NoTr","NoTrade","NoGroup",8,2,3,3,0,1,5,2,3,5,3,5,6,2
"2385",2385,"white","age.gp1","NoTr","NoTrade","NoGroup",14,9,0,2,3,0,12,2,3,11,2,12,7,7
"2386",2386,"white","age.gp2","Tr","NoTrade","Group",23,3,10,6,4,0,19,4,8,15,3,20,13,10
"2387",2387,"white","age.gp2","Tr","NoTrade","Group",16,1,10,1,4,3,11,2,5,11,1,15,10,6
"2388",2388,"white","age.gp2","Tr","NoTrade","Group",20,2,6,9,3,1,17,2,8,12,1,19,15,5
"2389",2389,"white","age.gp2","Tr","NoTrade","Group",29,3,14,9,3,6,22,1,9,20,1,28,21,8
"2390",2390,"white","age.gp2","Tr","NoTrade","Group",23,1,9,10,3,2,18,3,5,18,1,22,15,8
"2391",2391,"black","age.gp2","NoTr","NoTrade","NoGroup",10,0,8,1,1,6,4,0,3,7,1,9,7,3
"2392",2392,"black","age.gp2","NoTr","NoTrade","NoGroup",10,2,5,1,2,5,5,0,4,6,0,10,5,5
"2393",2393,"black","age.gp2","NoTr","NoTrade","NoGroup",5,0,3,2,0,3,2,0,1,4,0,5,2,3
"2394",2394,"black","age.gp2","NoTr","NoTrade","NoGroup",8,1,3,2,2,6,2,0,2,6,2,6,4,4
"2395",2395,"black","age.gp2","NoTr","NoTrade","NoGroup",6,0,2,2,2,2,4,0,2,4,1,5,5,1
"2396",2396,"white","age.gp3","NoTr","NoTrade","NoGroup",10,3,1,2,4,1,7,2,2,8,2,8,7,3
"2397",2397,"white","age.gp3","NoTr","NoTrade","NoGroup",10,1,3,2,4,0,10,0,4,6,0,10,8,2
"2398",2398,"white","age.gp3","NoTr","NoTrade","NoGroup",7,2,0,5,0,0,7,0,3,4,2,5,4,3
"2399",2399,"white","age.gp3","NoTr","NoTrade","NoGroup",7,0,3,2,2,1,6,0,1,6,0,7,3,4
"2400",2400,"white","age.gp3","NoTr","NoTrade","NoGroup",9,1,1,5,2,1,7,1,3,6,0,9,2,7
"2401",2401,"white","age.gp3","NoTr","NoTrade","NoGroup",6,3,0,2,1,1,4,1,2,4,1,5,3,3
"2402",2402,"white","age.gp3","NoTr","NoTrade","NoGroup",11,2,1,4,4,1,10,0,5,6,1,10,7,4
"2403",2403,"white","age.gp3","NoTr","NoTrade","NoGroup",6,0,4,2,0,0,6,0,3,3,0,6,4,2
"2404",2404,"white","age.gp3","NoTr","NoTrade","NoGroup",9,0,6,1,2,0,8,1,5,4,0,9,8,1
"2405",2405,"white","age.gp3","NoTr","NoTrade","NoGroup",3,0,1,0,2,1,2,0,1,2,0,3,2,1
"2406",2406,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,2,1,0,5,0,1,4,0,5,4,1
"2407",2407,"white","age.gp3","NoTr","NoTrade","NoGroup",8,0,2,5,1,1,7,0,4,4,0,8,6,2
"2408",2408,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,4,1,0,1,4,0,4,1,0,5,5,0
"2409",2409,"white","age.gp3","NoTr","NoTrade","NoGroup",9,2,1,3,3,0,7,2,1,8,1,8,6,3
"2410",2410,"white","age.gp3","NoTr","NoTrade","NoGroup",11,1,5,2,3,0,10,1,6,5,0,11,9,2
"2411",2411,"white","age.gp3","NoTr","Trade","Group",17,1,7,3,6,2,13,2,8,9,1,16,10,7
"2412",2412,"white","age.gp3","NoTr","Trade","Group",12,4,3,3,2,3,8,1,6,6,3,9,4,8
"2413",2413,"white","age.gp3","NoTr","Trade","Group",19,0,10,6,3,1,14,4,8,11,1,18,10,9
"2414",2414,"white","age.gp3","NoTr","Trade","Group",18,3,4,6,5,0,17,1,6,12,2,16,12,6
"2415",2415,"white","age.gp3","NoTr","Trade","Group",13,2,5,4,2,2,10,1,6,7,0,13,5,8
"2416",2416,"white","age.gp3","NoTr","Trade","Group",14,0,6,5,3,1,12,1,8,6,1,13,9,5
"2417",2417,"white","age.gp3","NoTr","Trade","Group",14,1,4,4,5,0,12,2,5,9,1,13,11,3
"2418",2418,"white","age.gp3","NoTr","Trade","Group",24,8,8,4,4,0,21,3,4,20,6,18,18,6
"2419",2419,"white","age.gp3","NoTr","Trade","Group",17,1,7,5,4,1,14,2,6,11,2,15,13,4
"2420",2420,"white","age.gp3","NoTr","Trade","Group",15,2,9,2,2,1,10,4,8,7,1,14,10,5
"2421",2421,"white","age.gp3","NoTr","Trade","Group",15,1,9,2,3,3,11,1,11,4,1,14,12,3
"2422",2422,"white","age.gp3","NoTr","Trade","Group",15,3,3,6,3,3,11,1,4,11,1,14,9,6
"2423",2423,"white","age.gp3","NoTr","Trade","Group",13,0,7,3,3,2,11,0,3,10,1,12,10,3
"2424",2424,"white","age.gp3","NoTr","Trade","Group",16,3,5,5,3,2,12,2,3,13,2,14,10,6
"2425",2425,"white","age.gp3","NoTr","Trade","Group",13,3,3,2,5,2,11,0,5,8,1,12,9,4
"2426",2426,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1
"2427",2427,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,1,0,4,0,6,0,3,3,0,6,5,1
"2428",2428,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"2429",2429,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,0,1,0,1,0,1,0,1
"2430",2430,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"2431",2431,"white","age.gp4","NoTr","NoTrade","NoGroup",8,0,2,2,4,2,6,0,4,4,0,8,5,3
"2432",2432,"white","age.gp4","NoTr","NoTrade","NoGroup",5,2,1,0,2,0,3,2,1,4,0,5,4,1
"2433",2433,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,0,3,1,1,3,0,4,1,3
"2434",2434,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,0,4,0,4,0,1,3,0,4,2,2
"2435",2435,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,0,4,0,2,2,0,4,2,2
"2436",2436,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,1,0,1,0,3,0,3,0,1,2,2,1
"2437",2437,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"2438",2438,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,1,1,0,5,0,1,4,0,5,5,0
"2439",2439,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,0,5,0,3,2,0,5,4,1
"2440",2440,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"2441",2441,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,1,1,5,0,6,1,2,5,0,7,5,2
"2442",2442,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,2,1,4,0,6,1,3,4,0,7,5,2
"2443",2443,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"2444",2444,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,1,4,1,4,1,2,4,0,6,2,4
"2445",2445,"white","age.gp4","NoTr","NoTrade","NoGroup",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2446",2446,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,1,0,4,0,6,0,2,4,0,6,4,2
"2447",2447,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"2448",2448,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"2449",2449,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,1,0,1,0,3,0,1,2,0,3,1,2
"2450",2450,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,0,1,0,1,0,1
"2451",2451,"white","age.gp4","NoTr","NoTrade","NoGroup",4,2,2,0,0,0,3,1,2,2,0,4,3,1
