,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
1999,2000,2000,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,2,2,2,1,1,1,3,0,4,0,4
607,608,608,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,0,2,1,1
996,997,997,white,age.gp4,NoTr,NoTrade,NoGroup,10,0,3,1,6,1,7,2,4,6,0,10,5,5
2034,2035,2035,white,age.gp4,Tr,NoTrade,Group,9,0,1,2,6,0,7,2,4,5,0,9,4,5
608,609,609,other,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,4,0,1,3,0,4,3,1
609,610,610,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,1,1,0,1,1,1,1,1,1
2193,2194,2194,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,2,1,3,1,5,1,4,3,0,7,4,3
2575,2576,2576,white,age.gp4,NoTr,NoTrade,Group,5,0,1,0,4,1,3,1,1,4,0,5,3,2
611,612,612,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
612,613,613,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,2,0
1293,1294,1294,white,age.gp4,NoTr,NoTrade,Group,15,2,2,2,9,0,13,2,3,12,0,15,11,4
613,614,614,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
615,616,616,other,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,2,2,0,4,3,1
616,617,617,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,0,1,0,3,0,3,0,0,3,0,3
617,618,618,other,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,0,5,1,5,0,2,4,1,5,5,1
1233,1234,1234,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,0,3,1,1,3,0,4,3,1
618,619,619,other,age.gp4,NoTr,NoTrade,NoGroup,5,1,1,1,2,0,5,0,1,4,0,5,3,2
619,620,620,other,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,4,0,2,2,0,4,2,2
975,976,976,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,0,1,0,1,0,1,0,1
621,622,622,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,1,1,1,1
1701,1702,1702,white,age.gp4,NoTr,Trade,NoGroup,6,0,1,0,5,0,4,2,3,3,0,6,4,2
622,623,623,other,age.gp1,NoTr,Trade,Group,2,1,0,1,0,1,1,0,0,2,0,2,1,1
1445,1446,1446,white,age.gp1,NoTr,NoTrade,NoGroup,14,7,3,2,2,0,11,3,6,8,3,11,7,7
2382,2383,2383,white,age.gp1,NoTr,NoTrade,NoGroup,12,9,1,0,2,0,9,3,2,10,3,9,6,6
624,625,625,other,age.gp1,NoTr,Trade,Group,7,2,3,1,1,0,6,1,4,3,0,7,3,4
1902,1903,1903,black,age.gp1,NoTr,NoTrade,NoGroup,9,4,3,1,1,5,2,2,1,8,2,7,4,5
2466,2467,2467,white,age.gp1,Tr,NoTrade,NoGroup,11,6,1,1,3,0,8,3,3,8,1,10,6,5
2870,2871,2871,white,age.gp1,NoTr,NoTrade,Group,16,11,2,1,2,2,9,5,4,12,4,12,9,7
920,921,921,white,age.gp1,NoTr,Trade,NoGroup,7,5,2,0,0,0,5,2,1,6,1,6,2,5
919,920,920,white,age.gp1,NoTr,Trade,NoGroup,8,7,0,1,0,0,3,5,1,7,3,5,6,2
676,677,677,white,age.gp4,Tr,NoTrade,Group,11,3,0,4,4,1,8,2,2,9,1,10,6,5
2395,2396,2396,white,age.gp3,NoTr,NoTrade,NoGroup,10,3,1,2,4,1,7,2,2,8,2,8,7,3
1337,1338,1338,white,age.gp3,NoTr,NoTrade,NoGroup,6,1,1,2,2,0,4,2,2,4,1,5,5,1
1274,1275,1275,white,age.gp4,NoTr,NoTrade,Group,14,1,3,3,7,1,11,2,4,10,4,10,12,2
1329,1330,1330,white,age.gp3,NoTr,NoTrade,NoGroup,7,1,2,1,3,1,5,1,4,3,1,6,4,3
2887,2888,2888,white,age.gp1,NoTr,NoTrade,Group,19,11,6,2,0,0,13,6,7,12,2,17,10,9
2916,2917,2917,white,age.gp1,NoTr,NoTrade,NoGroup,13,6,3,3,1,0,10,3,2,11,1,12,10,3
2779,2780,2780,white,age.gp3,NoTr,NoTrade,Group,16,4,4,4,4,1,10,5,7,9,2,14,13,3
2697,2698,2698,white,age.gp4,NoTr,NoTrade,Group,12,1,3,0,8,3,6,3,6,6,1,11,12,0
1624,1625,1625,white,age.gp1,NoTr,NoTrade,NoGroup,9,5,3,1,0,0,7,2,2,7,1,8,2,7
641,642,642,other,age.gp1,NoTr,Trade,Group,7,4,2,1,0,2,5,0,3,4,2,5,4,3
784,785,785,black,age.gp1,Tr,NoTrade,NoGroup,11,6,3,2,0,2,7,2,2,9,2,9,7,4
1713,1714,1714,white,age.gp1,Tr,NoTrade,NoGroup,9,5,2,1,1,1,5,3,5,4,1,8,4,5
2259,2260,2260,white,age.gp4,Tr,NoTrade,Group,10,4,0,3,3,2,5,3,0,10,4,6,8,2
2381,2382,2382,white,age.gp1,NoTr,NoTrade,NoGroup,12,7,2,2,1,1,8,3,5,7,2,10,8,4
2464,2465,2465,white,age.gp1,Tr,NoTrade,NoGroup,10,8,0,1,1,0,6,4,4,6,1,9,3,7
1014,1015,1015,white,age.gp1,NoTr,NoTrade,NoGroup,9,5,2,2,0,2,5,2,4,5,2,7,5,4
647,648,648,other,age.gp1,NoTr,Trade,Group,7,1,1,1,4,0,7,0,4,3,0,7,4,3
1447,1448,1448,white,age.gp1,NoTr,NoTrade,NoGroup,5,2,0,1,2,0,4,1,1,4,1,4,3,2
649,650,650,other,age.gp1,NoTr,Trade,Group,4,0,1,3,0,0,4,0,2,2,0,4,3,1
927,928,928,white,age.gp3,NoTr,NoTrade,NoGroup,11,1,5,3,2,1,8,2,7,4,2,9,9,2
1253,1254,1254,white,age.gp2,Tr,NoTrade,Group,21,5,11,3,2,2,15,4,10,11,2,19,15,6
2819,2820,2820,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,4,1,0,1,4,0,1,4,0,5,4,1
1451,1452,1452,black,age.gp1,NoTr,NoTrade,NoGroup,10,4,4,1,1,6,4,0,2,8,1,9,4,6
1535,1536,1536,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,3,2,3,3,0,1,5,0,6,4,2
911,912,912,other,age.gp1,Tr,NoTrade,NoGroup,7,6,1,0,0,0,7,0,5,2,0,7,2,5
1660,1661,1661,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,1,2,3,1,5,0,3,3,0,6,4,2
1828,1829,1829,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,0,1
658,659,659,white,age.gp2,Tr,NoTrade,NoGroup,4,0,2,2,0,1,3,0,2,2,1,3,3,1
2555,2556,2556,other,age.gp1,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,2,0,0,2,1,1
2042,2043,2043,white,age.gp4,Tr,NoTrade,Group,9,2,3,2,2,0,8,1,0,9,0,9,7,2
1089,1090,1090,black,age.gp2,Tr,NoTrade,NoGroup,8,0,4,4,0,1,7,0,4,4,0,8,5,3
2147,2148,2148,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,0,2,1,4,0,2,3,0,5,3,2
2169,2170,2170,white,age.gp2,NoTr,NoTrade,Group,24,3,11,7,3,1,19,4,9,15,2,22,17,7
2398,2399,2399,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,3,2,2,1,6,0,1,6,0,7,3,4
675,676,676,white,age.gp4,Tr,NoTrade,Group,6,1,3,0,2,1,3,2,2,4,0,6,6,0
2930,2931,2931,white,age.gp4,NoTr,NoTrade,Group,10,2,2,2,4,0,9,1,3,7,0,10,6,4
719,720,720,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,0,1,2,1,0,1,2,0,3,2,1
2375,2376,2376,white,age.gp2,NoTr,NoTrade,NoGroup,10,0,5,2,3,2,8,0,2,8,0,10,4,6
2879,2880,2880,white,age.gp2,NoTr,NoTrade,NoGroup,12,1,7,4,0,1,11,0,6,6,0,12,7,5
670,671,671,white,age.gp4,Tr,NoTrade,Group,6,1,0,2,3,1,4,1,2,4,0,6,4,2
2441,2442,2442,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,2,1,4,0,6,1,3,4,0,7,5,2
1568,1569,1569,white,age.gp4,Tr,NoTrade,Group,15,0,0,2,13,1,14,0,7,8,1,14,13,2
1813,1814,1814,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,0,2,1,1
1403,1404,1404,white,age.gp3,NoTr,NoTrade,Group,18,4,6,4,4,0,15,3,3,15,1,17,9,9
2892,2893,2893,other,age.gp1,NoTr,NoTrade,NoGroup,6,4,1,0,1,0,6,0,3,3,0,6,3,3
1931,1932,1932,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,1,3,1,0,5,0,3,2,1,4,4,1
852,853,853,other,age.gp2,Tr,NoTrade,Group,10,0,8,1,1,1,9,0,4,6,0,10,9,1
940,941,941,white,age.gp3,NoTr,NoTrade,NoGroup,5,0,0,3,2,0,5,0,2,3,0,5,4,1
1774,1775,1775,white,age.gp4,Tr,NoTrade,Group,5,0,3,1,1,0,5,0,4,1,0,5,3,2
2408,2409,2409,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,1,3,3,0,7,2,1,8,1,8,6,3
1155,1156,1156,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
1284,1285,1285,white,age.gp4,NoTr,NoTrade,Group,10,1,1,2,6,1,9,0,5,5,0,10,9,1
810,811,811,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,0,5,0,4,1,0,5,5,0
1245,1246,1246,white,age.gp1,NoTr,NoTrade,NoGroup,5,1,1,0,3,1,4,0,4,1,0,5,4,1
1347,1348,1348,black,age.gp4,NoTr,NoTrade,Group,6,0,2,0,4,2,4,0,2,4,0,6,3,3
2967,2968,2968,white,age.gp2,NoTr,NoTrade,NoGroup,7,0,3,2,2,2,5,0,2,5,0,7,5,2
1237,1238,1238,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,3,0,0,3,3,0
1929,1930,1930,other,age.gp2,NoTr,NoTrade,NoGroup,7,0,1,5,1,0,7,0,4,3,0,7,5,2
2634,2635,2635,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,2,1,0,3,2,1
686,687,687,white,age.gp4,Tr,NoTrade,Group,7,0,2,1,4,0,7,0,2,5,1,6,3,4
1292,1293,1293,white,age.gp4,NoTr,NoTrade,Group,8,0,2,0,6,0,8,0,4,4,0,8,6,2
1675,1676,1676,white,age.gp4,NoTr,Trade,NoGroup,3,0,1,0,2,0,3,0,2,1,0,3,3,0
2376,2377,2377,white,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,0,2,0,5,0,1,4,0,5,5,0
782,783,783,white,age.gp2,NoTr,NoTrade,NoGroup,7,0,2,3,2,0,6,1,3,4,0,7,6,1
1068,1069,1069,white,age.gp4,NoTr,NoTrade,Group,12,0,4,2,6,3,9,0,5,7,1,11,9,3
2627,2628,2628,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,0,5,1,5,0,3,3,0,6,5,1
690,691,691,white,age.gp4,Tr,NoTrade,Group,4,0,1,1,2,0,3,1,2,2,1,3,3,1
1483,1484,1484,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,1,1,1,1,0,2,1,1
2722,2723,2723,white,age.gp4,NoTr,NoTrade,Group,10,0,2,3,5,3,7,0,5,5,1,9,7,3
1944,1945,1945,white,age.gp4,NoTr,NoTrade,Group,6,0,0,2,4,0,6,0,4,2,0,6,6,0
2824,2825,2825,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,4,0,1,1,4,0,3,2,0,5,3,2
1679,1680,1680,white,age.gp4,NoTr,Trade,NoGroup,4,0,0,1,3,0,4,0,3,1,0,4,4,0
1916,1917,1917,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,2,1,3,0,6,0,3,3,0,6,5,1
1897,1898,1898,white,age.gp1,Tr,NoTrade,NoGroup,6,2,0,2,2,0,5,1,2,4,1,5,4,2
2056,2057,2057,white,age.gp4,Tr,NoTrade,Group,11,0,3,4,4,0,10,1,7,4,0,11,8,3
2857,2858,2858,black,age.gp3,NoTr,NoTrade,Group,13,0,6,4,3,6,7,0,5,8,1,12,11,2
701,702,702,white,age.gp4,Tr,NoTrade,Group,6,0,3,2,1,1,5,0,2,4,1,5,5,1
733,734,734,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,2,0,1,1,3,0,1,3,0,4,3,1
1617,1618,1618,white,age.gp3,Tr,NoTrade,NoGroup,5,1,4,0,0,0,5,0,1,4,0,5,4,1
2827,2828,2828,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,4,0,1,1,4,0,0,5,0,5,3,2
1498,1499,1499,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,0,1,0,3,0,0,3,0,3,3,0
2460,2461,2461,black,age.gp1,NoTr,NoTrade,NoGroup,12,5,2,1,4,5,7,0,1,11,1,11,7,5
706,707,707,white,age.gp2,NoTr,NoTrade,Group,20,2,13,2,3,3,12,5,11,9,1,19,11,9
1395,1396,1396,black,age.gp3,NoTr,NoTrade,NoGroup,8,1,2,2,3,5,3,0,2,6,1,7,4,4
1651,1652,1652,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,0,2,1,1,2,0
2143,2144,2144,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,1,2,1,5,0,3,3,1,5,5,1
1819,1820,1820,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2364,2365,2365,white,age.gp3,Tr,NoTrade,NoGroup,11,0,4,6,1,1,8,2,4,7,0,11,7,4
2489,2490,2490,other,age.gp1,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
922,923,923,white,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,2,2,0,7,1,4,4,0,8,4,4
925,926,926,white,age.gp2,NoTr,NoTrade,NoGroup,7,1,3,2,1,0,6,1,3,4,1,6,7,0
1119,1120,1120,other,age.gp1,NoTr,NoTrade,NoGroup,4,1,3,0,0,0,4,0,2,2,0,4,2,2
1172,1173,1173,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,1,4,2,5,0,3,4,2,5,5,2
1915,1916,1916,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,1,2,0,3,3,0
2832,2833,2833,white,age.gp2,Tr,NoTrade,NoGroup,12,0,5,3,4,0,11,1,4,8,0,12,9,3
1928,1929,1929,other,age.gp2,NoTr,NoTrade,NoGroup,4,1,2,1,0,0,4,0,3,1,0,4,3,1
2140,2141,2141,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,1,1,1,1,2,0,1,2,0,3,2,1
713,714,714,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
714,715,715,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,1,0,1,0
715,716,716,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
716,717,717,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
717,718,718,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
720,721,721,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,1,3,4,2,0,1,5,1,5,3,3
718,719,719,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,1,0,1,0
721,722,722,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
2093,2094,2094,black,age.gp3,NoTr,NoTrade,NoGroup,9,1,2,4,2,5,3,1,2,7,4,5,5,4
724,725,725,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,0,1,1,0,0,1,1,0
859,860,860,other,age.gp2,Tr,NoTrade,Group,10,0,3,1,6,1,9,0,3,7,0,10,9,1
727,728,728,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
1397,1398,1398,black,age.gp3,NoTr,NoTrade,NoGroup,8,0,4,2,2,4,4,0,2,6,0,8,5,3
2204,2205,2205,white,age.gp4,NoTr,NoTrade,NoGroup,7,2,1,1,3,1,5,1,3,4,0,7,3,4
2226,2227,2227,black,age.gp4,NoTr,Trade,Group,10,0,1,3,6,5,5,0,4,6,0,10,6,4
732,733,733,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,1,1,0,0,2,0,2,1,1
735,736,736,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,1,1,0,0,2,0,2,1,1
1755,1756,1756,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,2,0,0,0,2,0,2,0,2
736,737,737,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,0,1
737,738,738,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,2,1,0,2,1,1,2,2,1
1032,1033,1033,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1762,1763,1763,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1825,1826,1826,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,5,0,0,0,5,0,5,1,4
2081,2082,2082,black,age.gp3,NoTr,NoTrade,NoGroup,6,1,2,1,2,2,2,2,1,5,0,6,2,4
741,742,742,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,2,2,3,1,0,0,4,0,4,2,2
1269,1270,1270,black,age.gp3,NoTr,NoTrade,NoGroup,2,0,0,1,1,2,0,0,0,2,0,2,0,2
1515,1516,1516,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,2,0,0,0,2,0,2,0,2
2139,2140,2140,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,2,1,0,0,3,0,2,1,0,3,3,0
748,749,749,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,0,3,1,4,0,1,4,0,5,4,1
2541,2542,2542,other,age.gp1,NoTr,NoTrade,NoGroup,3,1,2,0,0,0,3,0,2,1,0,3,2,1
1131,1132,1132,other,age.gp1,NoTr,NoTrade,NoGroup,4,3,1,0,0,1,3,0,2,2,1,3,2,2
2665,2666,2666,white,age.gp3,NoTr,NoTrade,NoGroup,10,1,3,3,3,1,8,1,5,5,0,10,6,4
818,819,819,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,3,2,1,6,0,4,3,0,7,3,4
2145,2146,2146,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,1,1,0,5,0,2,3,1,4,4,1
2808,2809,2809,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,4,0,1,1,4,0,3,2,0,5,3,2
747,748,748,white,age.gp4,NoTr,NoTrade,NoGroup,3,1,0,1,1,0,2,1,1,2,0,3,3,0
2165,2166,2166,black,age.gp2,NoTr,NoTrade,NoGroup,7,0,4,0,3,5,2,0,1,6,0,7,0,7
749,750,750,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
750,751,751,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
762,763,763,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,2,3,0,5,0,2,3,0,5,4,1
1934,1935,1935,white,age.gp4,NoTr,NoTrade,Group,8,2,2,1,3,0,7,1,3,5,0,8,6,2
752,753,753,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
753,754,754,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
755,756,756,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,1,0,1,0
756,757,757,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,1,3,3,1,6,0,1,6,2,5,6,1
757,758,758,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,1,0,1,0
758,759,759,white,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,1,0,0,1,0,1
759,760,760,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,2,1,0,3,2,1
2262,2263,2263,white,age.gp4,Tr,NoTrade,Group,14,2,2,2,8,0,13,1,5,9,3,11,7,7
763,764,764,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,1,0,1,0
764,765,765,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,1,3,0,5,1,2,4,0,6,5,1
765,766,766,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,0,2,3,0,5,1,4,2,0,6,3,3
906,907,907,other,age.gp1,Tr,NoTrade,NoGroup,3,2,0,0,1,0,3,0,0,3,0,3,0,3
1442,1443,1443,white,age.gp3,Tr,NoTrade,NoGroup,7,0,2,0,5,0,7,0,2,5,1,6,5,2
766,767,767,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,0,1,0,1,0,1,0,1
767,768,768,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
769,770,770,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,0,1
2747,2748,2748,white,age.gp3,NoTr,NoTrade,NoGroup,9,1,2,3,3,0,9,0,3,6,0,9,5,4
770,771,771,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,0,4,0,5,0,3,2,0,5,3,2
1063,1064,1064,white,age.gp4,NoTr,NoTrade,Group,12,0,3,4,5,0,10,2,7,5,0,12,8,4
772,773,773,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,3,1,0,0,3,1,0,4,0,4,2,2
773,774,774,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,2,3,3,0,8,0,3,5,1,7,6,2
774,775,775,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1015,1016,1016,white,age.gp1,NoTr,NoTrade,NoGroup,3,2,0,0,1,0,2,1,0,3,0,3,0,3
958,959,959,black,age.gp2,Tr,NoTrade,NoGroup,11,3,5,1,2,8,2,1,1,10,1,10,5,6
1643,1644,1644,other,age.gp2,NoTr,NoTrade,NoGroup,2,1,1,0,0,0,2,0,0,2,0,2,1,1
1910,1911,1911,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,2,1,0,0,3,0,1,2,0,3,2,1
1918,1919,1919,other,age.gp2,NoTr,NoTrade,NoGroup,6,1,3,2,0,2,4,0,2,4,1,5,2,4
2822,2823,2823,other,age.gp2,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
783,784,784,white,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,2,2,0,7,1,2,6,0,8,7,1
2652,2653,2653,black,age.gp1,NoTr,NoTrade,NoGroup,8,8,0,0,0,3,3,2,6,2,3,5,4,4
2655,2656,2656,black,age.gp1,NoTr,NoTrade,NoGroup,6,2,1,0,3,5,1,0,2,4,0,6,3,3
2457,2458,2458,black,age.gp1,NoTr,NoTrade,NoGroup,4,4,0,0,0,2,2,0,2,2,0,4,0,4
1218,1219,1219,white,age.gp4,NoTr,NoTrade,NoGroup,3,1,1,0,1,1,1,1,2,1,0,3,1,2
789,790,790,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1110,1111,1111,other,age.gp1,NoTr,NoTrade,NoGroup,4,1,1,1,1,0,4,0,2,2,0,4,0,4
2548,2549,2549,other,age.gp1,NoTr,NoTrade,NoGroup,5,2,0,2,1,0,5,0,0,5,0,5,1,4
795,796,796,white,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,0,1,0,1,1,0
797,798,798,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
798,799,799,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,2,2,1,4,0,2,3,0,5,3,2
799,800,800,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,1,0
800,801,801,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1430,1431,1431,white,age.gp3,Tr,NoTrade,NoGroup,5,1,2,0,2,2,3,0,0,5,1,4,0,5
802,803,803,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,0,3,0,3,0,3,0,0,3,3,0
803,804,804,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
804,805,805,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
805,806,806,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,0,1
973,974,974,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
808,809,809,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,1,1,0,2,2,0
809,810,810,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
811,812,812,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,1,0,1,0
812,813,813,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,0,1
2456,2457,2457,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,0,2,0,2,1,1
814,815,815,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
2017,2018,2018,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,0,2,1,3,1,0,1,3,1,3,2,2
815,816,816,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,2,2,1,5,0,5,1,0,6,3,3
817,818,818,white,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,0,1,0,1,0,1,1,0
1436,1437,1437,white,age.gp3,Tr,NoTrade,NoGroup,9,1,1,4,3,4,4,1,1,8,1,8,7,2
2512,2513,2513,white,age.gp1,NoTr,NoTrade,NoGroup,16,9,2,1,4,1,13,2,3,13,3,13,8,8
819,820,820,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
820,821,821,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,0,1,1,0,0,1,1,0
825,826,826,white,age.gp3,NoTr,NoTrade,NoGroup,3,0,1,1,1,1,1,1,0,3,1,2,1,2
826,827,827,white,age.gp3,NoTr,NoTrade,NoGroup,12,0,5,5,2,2,9,1,6,6,1,11,11,1
1991,1992,1992,white,age.gp4,Tr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,1,2,0,3,2,1
